+------------+----------+-------------------------------------------------------------------------------------------------+-------------------+
| ChapterNum | VerseNum |                                              Text                                               |       Metre       |
| 21         | 11       | namo namas{ }te 'stu sahasravaktriṇe                                                            | jagatī            |
| 21         | 11       | namo namas{ }te 'stu sahasramāyine||                                                            | jagatī            |
| 21         | 12       | namo namas{ }te 'stu varāharūpiṇe                                                               | jagatī            |
| 21         | 12       | namo namas{ }te 'stu mahīsamuddhṛte|                                                            | jagatī            |
| 21         | 12       | namo namas{ }te 'stu ca bhūtasṛṣṭine                                                            | jagatī            |
| 21         | 12       | namo namas{ }te caturāśramāśraye||                                                              | jagatī            |
| 21         | 13       | namo namas{ }te narasiṃharūpiṇe                                                                 | jagatī            |
| 21         | 13       | namo namas{ }te ditijoradāriṇe|                                                                 | jagatī            |
| 21         | 13       | namo namas{ }te 'suracakrasūdane                                                                | jagatī            |
| 21         | 13       | namo namas{ }te 'suradarpanāśane||                                                              | jagatī            |
| 21         | 14       | namo namas{ }te ditiputradāmane                                                                 | jagatī            |
| 21         | 14       | namo namas{ }te baliyajñasūdane|                                                                | jagatī            |
| 21         | 14       | namo namas{ }te 'stu ṣaḍardhavikrame                                                            | jagatī            |
| 21         | 14       | namo namas{ }te tridaśārtināśane||                                                              | jagatī            |
| 21         | 15       | namo namas{ }te 'stu ananta acyute                                                              | jagatī            |
| 21         | 15       | namo namas{ }te jagadartināśane|                                                                | jagatī            |
| 21         | 15       | namo namas{ }te madhukaiṭanāśane                                                                | jagatī            |
| 21         | 15       | namo namas{ }te 'stu trilokabāndhave||                                                          | jagatī            |
| 21         | 16       | namo namas{ }te tridaśābhinandane                                                               | jagatī            |
| 21         | 16       | namo namas{ }te 'stu ca divyacakṣuṣe|                                                           | jagatī            |
| 21         | 16       | namo namas{ }te 'stu bhavāntapārage                                                             | jagatī            |
| 21         | 16       | namo namas{ }te 'stu trilokapūjite||                                                            | jagatī            |
| 21         | 17       | namo namas{ }te 'stu gadāgrapāṇaye                                                              | jagatī            |
| 21         | 17       | namo namas{ }te varacakrapāṇaye|                                                                | jagatī            |
| 21         | 17       | namo namas{ }te 'stu ca śaṅkhapāṇaye                                                            | jagatī            |
| 21         | 17       | namo namas{ }te 'stu ca kambupāṇaye||                                                           | jagatī            |
| 21         | 18       | namo namas{ }te 'stu jalaughaśāyine                                                             | jagatī            |
| 21         | 18       | namo namas{ }te haramardarūpiṇe|                                                                | jagatī            |
| 21         | 18       | namo namas{ }te khagarājaketave                                                                 | jagatī            |
| 21         | 18       | namo namas{ }te śaśisūryalocane||                                                               | jagatī            |
| 21         | 19       | namo namas{ }te uragārivāhane                                                                   | jagatī            |
| 21         | 19       | namo namas{ }te 'dbhutarūpadarśine|                                                             | jagatī            |
| 21         | 19       | namo namas{ }te 'yutasūryatejase                                                                | jagatī            |
| 21         | 19       | namo namas{ }te 'mṛtamanthanadhruve||                                                           | jagatī            |
| 21         | 20       | namo namas{ }te 'maralokasaṃstute                                                               | jagatī            |
| 21         | 20       | namo namas{ }te jagamaṇḍapāśraye|                                                               | jagatī            |
| 21         | 20       | namo namas{ }te jagadekavatsale                                                                 | jagatī            |
| 21         | 20       | namo namas{ }te śivasarvade namaḥ||                                                             | jagatī            |
| 21         | 21       | kṣamasva govinda mamāparādham                                                                   | jagatī            |
| 21         | 21       | atīva pṛṣṭena durātmanena|                                                                      | jagatī            |
| 21         | 21       | mayeda sarvaṃ kathitaṃ smayena                                                                  | jagatī            |
| 21         | 21       | dayāṃ kuru tvaṃ tridaśeśvareṇa||                                                                | jagatī            |
| 21         | 22       | vaiśampāyana uvāca|*                                                                            | speakerindication |
| 21         | 22       | stotreṇānena saṃtuṣṭaḥ keśavaḥ paravīrahā|                                                      | anuṣṭubh          |
| 21         | 22       | pratyuvāca mahāseno girayā nirupaspṛhā||                                                        | anuṣṭubh          |
| 21         | 23       | stotreṇānena me tāta tuṣṭo 'smi bhṛśam{ }ejitaḥ|                                                | anuṣṭubh          |
| 21         | 23       | durlabhāny{ }api trailokye dadāmi varam{ }īpsitam||                                             | anuṣṭubh          |
| 21         | 24       | anena māṃ stauti nirāśritena                                                                    | upajāti           |
| 21         | 24       | tvayoktavedārthamanohareṇa|                                                                     | upajāti           |
| 21         | 24       | yāvanti tatrākṣarasaṃkhyam{ }asti                                                               | upajāti           |
| 21         | 24       | tāvanti kalpān{ }divi te vasanti||                                                              | upajāti           |
| 21         | 25       | tvaṃ cāpi me brūhi varaṃ yatheṣṭaṃ                                                              | upajāti           |
| 21         | 25       | trailokyarājyād{ }api nirviśaṅkam|                                                              | upajāti           |
| 21         | 25       | dadāmi kiṃ saptamahīśvaratvam                                                                   | upajāti           |
| 21         | 25       | athārtharāśiṃ bahukanyakāṃ vā||                                                                 | upajāti           |
| 21         | 26       | vaiśampāyana uvāca|*                                                                            | speakerindication |
| 21         | 26       | śrutvaiva divyaṃ varam{ }acyutasya                                                              | upajāti           |
| 21         | 26       | praṇamya pādadvayapaṅkaje tu|                                                                   | upajāti           |
| 21         | 26       | vijñāya viṣṇuṃ varadaṃ vareṇyaṃ                                                                 | upajāti           |
| 21         | 26       | ? prahṛ cetaḥ pukāncito 'to 'bravīt||                                                           | upajāti           |
| 21         | 27       | na kāmaye 'nyapravaraṃ tu deva                                                                  | upajāti           |
| 21         | 27       | asaṃśayaṃ bandhanasāram{ }ekam|                                                                 | upajāti           |
| 21         | 27       | vimuktabandho bhavataḥ prasādād                                                                 | upajāti           |
| 21         | 27       | bhavāmi govinda rataś{ }ca dharme||                                                             | upajāti           |
| 21         | 28       | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 21         | 28       | yathaiva cittaṃ tava suprasannaṃ                                                                | upajāti           |
| 21         | 28       | maharṣidevair{ }api naiva dṛṣṭam|                                                               | upajāti           |
| 21         | 28       | akalmaṣaṃ duḥkhavivarjitatvam                                                                   | upajāti           |
| 21         | 28       | bhavārṇavas{ }tīrṇam{ }asaṃśayena||                                                             | upajāti           |
| 21         | 29       | gacchāma bho sāmprata śvetadvīpam                                                               | upajāti           |
| 21         | 29       | agamya devair{ }api durnirīkṣyam|                                                               | upajāti           |
| 21         | 29       | madbhaktipūtamanasā prayāti                                                                     | upajāti           |
| 21         | 29       | ghorārṇave naiva punaś{ }caranti||                                                              | upajāti           |
| 21         | 30       | vaiśampāyana uvāca|*                                                                            | speakerindication |
| 21         | 30       | evam{ }uktvā haris{ }tatra kare gṛhya tapodhanam|                                               | anuṣṭubh          |
| 21         | 30       | tataḥ so 'ntarhitas{ }tatra tenaiva saha keśavaḥ||                                              | anuṣṭubh          |
| 21         | 31       | evaṃ hi dharmas{ }tv{ }adhikaprabhāvād                                                          | upajāti           |
| 21         | 31       | gataḥ sa lokaṃ puruṣottamasya|                                                                  | upajāti           |
| 21         | 31       | aśeṣabhūtaprabhavāvyayasya                                                                      | upajāti           |
| 21         | 31       | sanātanaṃ śāśvatam{ }akṣarasya||                                                                | upajāti           |
| 21         | 32       | tvam{ }eva bhaktiṃ kuru keśavasya                                                               | upajāti           |
| 21         | 32       | janārdanasyāmitavikramasya|                                                                     | upajāti           |
| 21         | 32       | yathā hi tasyaiva dvijarṣabhasya                                                                | upajāti           |
| 21         | 32       | gatiṃ labhasva puruṣottamasya||                                                                 | upajāti           |
| 21         | 33       | kim{ }anya bhūyaḥ kathayāmi rājan                                                               | upajāti           |
| 21         | 33       | yad{ }asti kautūhalam{ }anyaśeṣam|                                                              | upajāti           |
| 21         | 33       | pṛcchasva māṃ tāta yathepsitaṃ te                                                               | upajāti           |
| 21         | 33       | bhaviṣyabhūtaṃ bhavato yatheṣṭam||                                                              | upajāti           |
| 21         | 34       | janamejaya uvāca|*                                                                              | speakerindication |
| 21         | 34       | kiyanti kalpāni gatāni pūrvam                                                                   | upajāti           |
| 21         | 34       | bhaviṣyakalpāni kiyanti vipra|                                                                  | upajāti           |
| 21         | 34       | ekaikakalpaṃ kiyad{ }indram{ }uktam                                                             | upajāti           |
| 21         | 34       | pravartamānād{ }api kīrtayasva||                                                                | upajāti           |
| 21         | 35       | vaiśampāyana uvāca|*                                                                            | speakerindication |
| 21         | 35       | parārdhakalpaṃ gata pūrva rājyam                                                                | upajāti           |
| 21         | 35       | caturdaśaivendra narendra kalpam|                                                               | upajāti           |
| 21         | 35       | tathaiva manvantara kalpam{ }ekam                                                               | upajāti           |
| 21         | 35       | bhaviṣyakalpaṃ ca parārdham{ }eva||                                                             | upajāti           |
| 21         | 36       | varāhakalpaḥ prathamo babhūva                                                                   | upajāti           |
| 21         | 36       | gatāś{ }ca manvantara ṣaḍ narendra|                                                             | upajāti           |
| 21         | 36       | caturyugaṃ saptati ekayuktaṃ                                                                    | upajāti           |
| 21         | 36       | manvantarā saṃkhyam{ }udāharanti||                                                              | upajāti           |
| 21         | 37       | manvantarāṇāṃ ca caturdaśaiva                                                                   | upajāti           |
| 21         | 37       | kalpasya saṃkhyā munayo vadanti|                                                                | upajāti           |
| 21         | 37       | kalpāyutaś{ }cāha pitāmahasya                                                                   | upajāti           |
| 21         | 37       | tathā ca rātriṃ pravadanti tajjñāḥ||                                                            | upajāti           |
| 21         | 38       | ṣaḍlakṣakalpena tu māsam{ }āhus                                                                 | upajāti           |
| 21         | 38       | taddvādaśā varṣam{ }udāharanti||                                                                | upajāti           |
| 21         | 39       | tenābdena parārdhakalpaguṇitaṃ brahmāyur{ }ity{ }ucyate                                         | śārdūlavikrīḍita  |
| 21         | 39       | trailokyādhipatiḥ pradhānapuruṣo brahmāpy{ }anityaḥ smṛtaḥ|                                     | śārdūlavikrīḍita  |
| 21         | 39       | śeṣaṃ bhūtacaturvidhasya niyataṃ jīvasya kiṃ śocyate                                            | śārdūlavikrīḍita  |
| 21         | 39       | tasmān{ }nāsti jagatsusāravimalaṃ muktvā śivaṃ śāśvatam||                                       | śārdūlavikrīḍita  |
| 21         | 0        | <COLOPHON>iti vṛṣasārasaṃgrahe kalpanirṇayo nāmaikaviṃśatimo 'dhyāyaḥ</COLOPHON>                | colophon          |
| 22         | 1        | janamejaya uvāca|*                                                                              | speakerindication |
| 22         | 1        | śruto 'thābjamukhād{ }dharmasārasaṃgraham{ }uttamam|                                            | anuṣṭubh          |
| 22         | 1        | madhuraślakṣṇavāṇībhiḥ samyagvedārthasaṃyutam||                                                 | anuṣṭubh          |
| 22         | 2        | nyāyayuktaṃ mahāsāraṃ guhyajñānam{ }anuttaram|                                                  | anuṣṭubh          |
| 22         | 2        | tṛpto 'smīhāmṛtaṃ pītvā janmamṛtyurujāpaham||                                                   | anuṣṭubh          |
| 22         | 3        | praśnam{ }ekānya pṛcchāmi nāmahetuṃ tapodhana|                                                  | anuṣṭubh          |
| 22         | 3        | varṇagotrāśramaṃ tasmāc{ }chrotum{ }icchāmi te punaḥ||                                          | anuṣṭubh          |
| 22         | 4        | vaiśampāyana uvāca|*                                                                            | speakerindication |
| 22         | 4        | śṛṇu rājann{ }avahito yogendrasya mahātmanaḥ|                                                   | anuṣṭubh          |
| 22         | 4        | āśramaṃ varṇajātīnāṃ vakṣyāmy{ }eva narādhipa||                                                 | anuṣṭubh          |
| 22         | 5        | himavaddakṣiṇe pārśve mṛgendraśikhare nṛpa|                                                     | anuṣṭubh          |
| 22         | 5        | mahendrapathagā nāma nadītīre narādhipa||                                                       | anuṣṭubh          |
| 22         | 6        | tatrāśramapadaṃ tasya puline sumanorame|                                                        | anuṣṭubh          |
| 22         | 6        | vasati sma mahābhāgas{ }tattvapāraganispṛhaḥ||                                                  | anuṣṭubh          |
| 22         | 7        | śīlaśaucasamācāro jitadvandvo jitaśramaḥ|                                                       | anuṣṭubh          |
| 22         | 7        | jitamānabhayakrodho jitasarvaparigrahaḥ||                                                       | anuṣṭubh          |
| 22         | 8        | somavaṃśaprasūtās{ }te kṣatriyā dvijatāṃ gatāḥ|                                                 | anuṣṭubh          |
| 22         | 8        | tapasā vinayācārair{ }viṣṇunā dvijakalpitāḥ||                                                   | anuṣṭubh          |
| 22         | 9        | ajitā nāma tatpūrvaṃ kāmakrodhajitena tu|                                                       | anuṣṭubh          |
| 22         | 9        | saṃkalpas{ }tasya rājendra kathayiṣyāmi tac{ }chṛṇu||                                           | anuṣṭubh          |
| 22         | 10       | adhyātmanagarasphītaḥ adhibhūtajanākulaḥ|                                                       | anuṣṭubh          |
| 22         | 10       | adhidaivatasāṃnidhyaṃ daśāyatana pañca ca||                                                     | anuṣṭubh          |
| 22         | 11       | daśayajñavrataṃ cīrṇaṃ daśakāmaparājitaḥ|                                                       | anuṣṭubh          |
| 22         | 11       | niyamān{ }daśa saṃśritya daśa vāyava ṛtvijaḥ||                                                  | anuṣṭubh          |
| 22         | 12       | daśākṣareṇa mantreṇa daśadharmakriyāpadaḥ|                                                      | anuṣṭubh          |
| 22         | 12       | daśasaṃyamadīptāgnau jihvātejodaśendriyaḥ||                                                     | anuṣṭubh          |
| 22         | 13       | daśayogāsanāsīno daśadhyānaparāyaṇaḥ|                                                           | anuṣṭubh          |
| 22         | 13       | buddhir{ }vedī mano yūpaḥ somapāno 'mṛtākṣaraḥ||                                                | anuṣṭubh          |
| 22         | 14       | dakṣiṇābhaya bhūtebhyaḥ paśubandha svayaṃkṛtaḥ|                                                 | anuṣṭubh          |
| 22         | 14       | vinārthaṃ yajñam{ }iṣṭvā tu kālaṃ ca kṣapayaty{ }asau|                                          | anuṣṭubh          |
| 22         | 14       | anarthayajñaṃ taṃ prāhur{ }munayas{ }tattvadarśinaḥ||                                           | anuṣṭubh          |
| 22         | 15       | janamejaya uvāca|*                                                                              | speakerindication |
| 22         | 15       | daśayajñam{ }ahaṃ śrotuṃ dehi māṃ dvijasattama|                                                 | anuṣṭubh          |
| 22         | 15       | daśakāmadaśadhyānaṃ daśayogadaśākṣaram||                                                        | anuṣṭubh          |
| 22         | 16       | vaiśampāyana uvāca|*                                                                            | speakerindication |
| 22         | 16       | brahmadevapitṛyajño yajño bhūtātitheś{ }ca ha|                                                  | anuṣṭubh          |
| 22         | 16       | japo yogas{ }tapo dhyānaṃ svādhyāyaś{ }ca daśa smṛtaḥ||                                         | anuṣṭubh          |
| 22         | 17       | patnīputrapaśubhṛtyadhanadhānyayaśaḥśriyaḥ|                                                     | anuṣṭubh          |
| 22         | 17       | māna bhoga daśa rājan{ }daśakāma udāhṛtaḥ||                                                     | anuṣṭubh          |
| 22         | 18       | mānaso yaugapadyaś{ }ca saṃkṣiptaś{ }ca viśāmpate|                                              | anuṣṭubh          |
| 22         | 18       | viśālā nāma yogaś{ }ca tato dvikaraṇaḥ smṛtaḥ||                                                 | anuṣṭubh          |
| 22         | 19       | raviḥ somo hutāśaś{ }ca sphaṭikāmbaram{ }eva ca|                                                | anuṣṭubh          |
| 22         | 19       | daśayogāsanāsīno nityam{ }eva tapodhanaḥ||                                                      | anuṣṭubh          |
| 22         | 20       | anirodhamanāḥ sūkṣmaṃ dhyāyed{ }yogaḥ sa mānasaḥ|                                               | anuṣṭubh          |
| 22         | 20       | prāṇāyāmair{ }mano ruddhvā yaugapadyaḥ sa ucyate||                                              | anuṣṭubh          |
| 22         | 21       | brahmādistambaparyantaṃ sarvaṃ sthāvarajaṅgamam|                                                | anuṣṭubh          |
| 22         | 21       | pralīyamānaṃ dhyāyeta kramāt{ }sūkṣmaṃ vicintayet||                                             | anuṣṭubh          |
| 22         | 22       | saṃkṣipta eṣa ākhyāto viśālāṃ chṛṇu tattvataḥ|                                                  | anuṣṭubh          |
| 22         | 22       | brahmādisūkṣmaparyantaṃ cintayīta vicakṣaṇaḥ||                                                  | anuṣṭubh          |
| 22         | 23       | saṃkṣiptāṃ ca viśālāṃ ca cintayīta parasparam|                                                  | anuṣṭubh          |
| 22         | 23       | eṣā dvikaraṇī nāma yogasya vidhir{ }ucyate||                                                    | anuṣṭubh          |
| 22         | 24       | dehamadhye hṛdi jñeyaṃ hṛdimadhye tu paṅkajam|                                                  | anuṣṭubh          |
| 22         | 24       | paṅkajasya ca madhye tu karṇikāṃ viddhi gopate||                                                | anuṣṭubh          |
| 22         | 25       | karṇikāyās{ }tu madhye tu pañcabinduṃ vidur{ }budhāḥ|                                           | anuṣṭubh          |
| 22         | 25       | ravisomaśikhāṃ caiva sphaṭikāmbaram{ }eva ca||                                                  | anuṣṭubh          |
| 22         | 26       | ravimaṇḍalamadhye tu bhāvayec{ }candramaṇḍalam|                                                 | anuṣṭubh          |
| 22         | 26       | tasya madhye śikhāṃ dhyāyen{ }nirdhūmajvalanaprabhām||                                          | anuṣṭubh          |
| 22         | 27       | agnimadhye maṇiṃ dhyāyec{ }chuddhadhārājalaprabham|                                             | anuṣṭubh          |
| 22         | 27       | tasya madhye 'mbaraṃ dhyāyet{ }susūkṣmaṃ śivam{ }avyayam||                                      | anuṣṭubh          |
| 22         | 28       | daśayogam{ }idaṃ rājan{ }kathitaṃ ca mayā tava|                                                 | anuṣṭubh          |
| 22         | 28       | daśadhyānaṃ samāsena kīrtitaṃ śṛṇu tad{ }yathā||                                                | anuṣṭubh          |
| 22         | 29       | ghoṣaṇī piṅgalā caiva vaidyutī candramālinī|                                                    | anuṣṭubh          |
| 22         | 29       | candrā mano'nugā caiva sukṛtā ca tathāparā||                                                    | anuṣṭubh          |
| 22         | 30       | saumyā nirañjanā caiva nirālambā ca kīrtitā|                                                    | anuṣṭubh          |
| 22         | 30       | supiṣitvāṅgulau śrotre dhvanim{ }ākarṇayen{ }naraḥ||                                            | anuṣṭubh          |
| 22         | 31       | tat{ }tad{ }akṣaram{ }ākarṇya amṛtatvāya kalpyate|                                              | anuṣṭubh          |
| 22         | 31       | piṅgalāṃ tu śikhādhūmāṃ dhyāyen{ }nityam{ }atandritaḥ||                                         | anuṣṭubh          |
| 22         | 32       | vimuktaḥ sarvapāpebhyo nirdvandvapadam{ }āpnuyāt|                                               | anuṣṭubh          |
| 22         | 32       | vaidyutī tu niśāmadhye lakṣate 'jam{ }anāmayam||                                                | anuṣṭubh          |
| 22         | 33       | pañcamāsasadābhyāsād{ }divyacakṣur{ }bhaven{ }naraḥ|                                            | anuṣṭubh          |
| 22         | 33       | bindumālāṃ tataḥ paśyet{ }tarucchāyāsamāśritām||                                                | anuṣṭubh          |
| 22         | 34       | jātyasphaṭikasaṃkāśaṃ dṛṣṭvā mucyati bandhanaiḥ|                                                | anuṣṭubh          |
| 22         | 34       | dhyāyen{ }mano'nugā nāma pakṣmīr{ }āpīḍya locane||                                              | anuṣṭubh          |
| 22         | 35       | śvetapītāruṇaṃ binduṃ dṛṣṭvā bhūyo na jāyate|                                                   | anuṣṭubh          |
| 22         | 35       | mano'nugādi ṣaṭ{ }tv{ }ete dhyānam{ }uktaṃ mayā tava||                                          | anuṣṭubh          |
| 22         | 36       | adhunānyat{ }pravakṣyāmi paramāṇu caturvidham|                                                  | anuṣṭubh          |
| 22         | 36       | pārthivādicaturbhūtaṃ yair{ }vyāptaṃ nikhilaṃ jagat|                                            | anuṣṭubh          |
| 22         | 36       | lakṣaṇaṃ tasya rājendra śṛṇu vakṣyāmi sāmpratam||                                               | anuṣṭubh          |
| 22         | 37       | pārthivordhvagatiḥ sūkṣmaḥ paramāṇu narādhipa|                                                  | anuṣṭubh          |
| 22         | 37       | pratyakṣadarśanaṃ dhyānaṃ lakṣayen{ }niyataṃ śuciḥ||                                            | anuṣṭubh          |
| 22         | 38       | mucyate sarvapāpebhyo rāhunā candramā yathā|                                                    | anuṣṭubh          |
| 22         | 38       | tena yo 'bhyasate nityaṃ sa yogī bhuvaneśvaraḥ||                                                | anuṣṭubh          |
| 22         | 39       | adhogati mahārāja paramāṇu jalodbhavaḥ|                                                         | anuṣṭubh          |
| 22         | 39       | abhyased{ }yad{ }idaṃ rājan{ }sarvapātakanāśanam||                                              | anuṣṭubh          |
| 22         | 40       | āgneyaparamāṇūni tiryagūrdhvagatiḥ smṛtā|                                                       | anuṣṭubh          |
| 22         | 40       | ya idaṃ dhyāyate nityam{ }uttamāṃ gatim{ }āpnuyāt||                                             | anuṣṭubh          |
| 22         | 41       | vāyavyaparamāṇūni adhordhvatiryag{ }āsmṛtā|                                                     | anuṣṭubh          |
| 22         | 41       | na sa muhyati taṃ dṛṣṭvā vāyusambhava bhūpate||                                                 | anuṣṭubh          |
| 22         | 42       | catvāra ete rājendra paramāṇu nirīkṣate|                                                        | anuṣṭubh          |
| 22         | 42       | tena sarvamakhair{ }iṣṭaṃ tena taptaṃ tapas{ }tathā||                                           | anuṣṭubh          |
| 22         | 43       | tena dattā mahī kṛtsnā saptasāgarasaṃvṛtā|                                                      | anuṣṭubh          |
| 22         | 43       | sarvatīrthābhiṣekaś{ }ca sarvavratakriyā tathā||                                                | anuṣṭubh          |
| 22         | 44       | anenaiva vidhānena daśadhyānaṃ narādhipa|                                                       | anuṣṭubh          |
| 22         | 44       | kurute avyavacchinnaṃ sarvakāmaphalapradam||                                                    | anuṣṭubh          |
| 22         | 45       | daśākṣaraṃ mahārāja yogīndrasya mahātmanaḥ|                                                     | anuṣṭubh          |
| 22         | 45       | kathayāmi samāsena śṛṇuṣvāvahito bhava||                                                        | anuṣṭubh          |
| 22         | 46       | praṇavādisvarā trīṇi dīrghabindusamāyutam|                                                      | anuṣṭubh          |
| 22         | 46       | pañca pañca cavarge tu vāyubījam{ }adhaḥsthitam||                                               | anuṣṭubh          |
| 22         | 47       | trayodaśasvarāyuktaṃ pañcame parikīrtitam|                                                      | anuṣṭubh          |
| 22         | 47       | pañcaviṃśatimaḥ ṣaṣṭhaḥ akṣaraḥ parikīrtitaḥ||                                                  | anuṣṭubh          |
| 22         | 48       | yādṛśaṃ pañcame proktaṃ saptame ca prayojayet|                                                  | anuṣṭubh          |
| 22         | 48       | ākārasvarasaṃyuktaṃ sarvapātakanāśanam||                                                        | anuṣṭubh          |
| 22         | 49       | prathamaṃ pañcame varge tṛtīyasvarayojitam|                                                     | anuṣṭubh          |
| 22         | 49       | uttarekārasaṃyuktaṃ navamaṃ parikīrtitam||                                                      | anuṣṭubh          |
| 22         | 50       | daśamaḥ punar{ }oṃkāraḥ mantraśreṣṭho daśākṣaraḥ|                                               | anuṣṭubh          |
| 22         | 50       | japato dhyāyato vāpi pārthivādikrameṇa tu|                                                      | anuṣṭubh          |
| 22         | 50       | mucyate so 'pi saṃsāre saṃśayo nāsti bhūpate||                                                  | anuṣṭubh          |
| 22         | 51       | ācāramūlo dharmas{ }tu dharmamūlo janārdanaḥ|                                                   | anuṣṭubh          |
| 22         | 51       | tena sarvajagad{ }vyāptaṃ trailokyaṃ sacarācaraṃ||                                              | anuṣṭubh          |
| 22         | 52       | ācārāl{ }labhatīha āyur{ }atulam{ }akṣapyavittaṃ tathā                                          | śārdūlavikrīḍita  |
| 22         | 52       | ācārāt{ }sutam{ }īpsitaṃ ca labhate śrīkīrtiprajñāyaśaḥ|                                        | śārdūlavikrīḍita  |
| 22         | 52       | ācārāl{ }labhate ca lakṣmim{ }atulāṃ khyātiṃ tathaivottamām                                     | śārdūlavikrīḍita  |
| 22         | 52       | ācārād{ }iha mantradharmaparamaṃ prāpnoti niḥsaṃśayam||                                         | śārdūlavikrīḍita  |
| 22         | 53       | janamejaya uvāca|*                                                                              | speakerindication |
| 22         | 53       | ācārāt{ }prabhavānusaṃśakathitaṃ suśliṣṭadharmākaram                                            | śārdūlavikrīḍita  |
| 22         | 53       | ācārāt{ }kativaṃśa kīrtaya punas{ }tṛptir{ }na me jāyate|                                       | śārdūlavikrīḍita  |
| 22         | 53       | sarvajñaḥ tvam{ }ahaṃ śṛṇomi varadaṃ kiñcin{ }na me śāśvatam                                    | śārdūlavikrīḍita  |
| 22         | 53       | tan{ }me kīrtaya dharmasāraśubhadam{ }ācāramūlāśrayam||                                         | śārdūlavikrīḍita  |
| 22         | 54       | vaiśampāyana uvāca|*                                                                            | speakerindication |
| 22         | 54       | nityaṃ namraśirodvijātiguruṣu śuśrūṣaṇaṃ devatā                                                 | śārdūlavikrīḍita  |
| 22         | 54       | tiṣṭhetācamanena cāśanakaraṃ vāmāsthinānodade|                                                  | śārdūlavikrīḍita  |
| 22         | 54       | sūryāgniśaśibandhur{ }āryapurataḥ kuryān{ }na cāvaśyakam                                        | śārdūlavikrīḍita  |
| 22         | 54       | śasye bhasmani govraje dvija jalaṃ kuryān{ }na cārkaṃ naraḥ||                                   | śārdūlavikrīḍita  |
| 22         | 55       | pādenāgnijalaṃ spṛśen{ }na ca guruṃ pādena pādaṃ tathā                                          | śārdūlavikrīḍita  |
| 22         | 55       | śaucaṃ kārya jalādinā ca niyataṃ nādho jalaṃ kārayet|                                           | śārdūlavikrīḍita  |
| 22         | 55       | kuryān{ }nityabhivādanaṃ dvijaguror{ }mātāpitṛ{ }devatām                                        | śārdūlavikrīḍita  |
| 22         | 55       | etācāravidhiḥ samāsaniyamas{ }tubhyaṃ mayā kīrtitam||                                           | śārdūlavikrīḍita  |
| 22         | 56       | janamejaya uvāca|*                                                                              | speakerindication |
| 22         | 56       | strīṇāṃ kiṃ priyam{ }asti tad{ }vada vibho saṃsārasārastriyām                                   | śārdūlavikrīḍita  |
| 22         | 56       | kiṃ sadbhāva na vedmi tasya viṣaye kiṃ dveṣya kiṃ tātpriyam|                                    | śārdūlavikrīḍita  |
| 22         | 56       | paśyāmi na ca tasya garbhakalayā prāpnoti niḥsaṃśayam                                           | śārdūlavikrīḍita  |
| 22         | 56       | māyājālasahasragāpi yuvatī kurvanti bhartā priyam||                                             | śārdūlavikrīḍita  |
| 22         | 57       | vaiśampāyana uvāca|*                                                                            | speakerindication |
| 22         | 57       | rājan{ }kiṃ priyam{ }asti arthaparataḥ paśyāmi nānyan{ }nṛpe                                    | śārdūlavikrīḍita  |
| 22         | 57       | putrārthaikaprayojanaṃ yuvatayaḥ svāyambhuvoktāmaraiḥ|                                          | śārdūlavikrīḍita  |
| 22         | 57       | kāntā nityakalā pravartanakarī dharmasakhāyā satī                                               | śārdūlavikrīḍita  |
| 22         | 57       | māyā vāpi karoti sadya manujātyaktānya vā sevate||                                              | śārdūlavikrīḍita  |
| 22         | 58       | strīsaṅgaṃ parivarjayen{ }narapate āyāsadaṃ duḥkhadam                                           | śārdūlavikrīḍita  |
| 22         | 58       | mṛtyudvārabhayākaraṃ viṣagṛham{ }āpatsughorālayam|                                              | śārdūlavikrīḍita  |
| 22         | 58       | agniṃ māruta mattavāraṇasamaṃ tasyānugāmī sadā                                                  | śārdūlavikrīḍita  |
| 22         | 58       | strīhetor{ }hata rāvaṇas{ }tridaśapaindro 'py{ }avasthākṛtaḥ||                                  | śārdūlavikrīḍita  |
| 22         | 59       | daṇḍakyo hatarāṣṭrapaurasahitaḥ kiṃ bhūya vakṣyāmy{ }aham||                                     | śārdūlavikrīḍita  |
| 22         | 60       | janamejaya uvāca|*                                                                              | speakerindication |
| 22         | 60       | vipre kīdṛśalakṣaṇaṃ bhavati bho kīdṛg{ }muniś{ }cocyate                                        | śārdūlavikrīḍita  |
| 22         | 60       | tenārthena bhaveta bhikṣu bhagavan{ }nigranthi ko vā dvija|                                     | śārdūlavikrīḍita  |
| 22         | 60       | kenārthena bhaved{ }dvijendra bhagavan{ }jñeyaḥ parivrājakaḥ                                    | śārdūlavikrīḍita  |
| 22         | 60       | ! jñeyāḥ kim{ }ṛṣayaś{ }ca lakṣaṇa muner{ }icchāmi jñātuṃ punaḥ||                               | śārdūlavikrīḍita  |
| 22         | 61       | vaiśampāyana uvāca|*                                                                            | speakerindication |
| 22         | 61       | satyaṃ śaucam{ }ahiṃsatā damaśamau bhūtānukampī sadā                                            | śārdūlavikrīḍita  |
| 22         | 61       | ātmārāmajito svadharmanirataḥ sattvastha nityaṃ manaḥ|                                          | śārdūlavikrīḍita  |
